,tweet,is_retweet
2784,"RT @SarahKSilverman: Imagine if Warren got behind Bernie to make sure progress won? I LOVE her but, as of yesterday it would seem she is ha…",True
2785,"RT @Easytime4: Trump demands action be taken against Chuck Schumer!
https://t.co/ZQHF331w0K",True
2786,"RT @JoeBiden: Team, because of you we had an incredible Super Tuesday. Now, it's time to focus on beating Donald Trump. We can get him out…",True
2787,"RT @maiamimi: 1. Biden may not be your first choice for president, but if he does turn out to be our nominee, please remember:

You're not…",True
2788,RT @sim_kern: So many people casting a vote for planetary suicide. Biden gets an F on climate change. He’s millions in debt to fossil fuels…,True
2789,"RT @ScottTParkinson: Possibly the biggest mistake of Schumer’s career in public office.

This is not a gaffe; Schumer meant to threaten Gor…",True
2790,"RT @MarkHertling: If any troll wants to say @mattgaetz is “owning” me because I’m commenting, so be it. But I’ll respond that this is the m…",True
2791,Take a lawn chair if you have to. But vote!,False
2792,"RT @Jali_Cat: 🚨328 Chinese Nationals Caught Trying To Illegally Enter U.S. At Southern Border🚨 

🗣Might be a good time 2remind everyone tha…",True
2793,"RT @cbrnetaskforce: What do you think is the biggest threat to America?

Please VOTE and comment",True
2794,"RT @miles_commodore: My buddy thinks Biden gets the nomination, Bernie runs third party, and the President wins New York and California. Is…",True
2795,RT @gatewaypundit: Kim Kardashian Visits White House with Four Women Granted Clemency by President Trump -- Then Shares Their Personal Stor…,True
2796,"RT @Jali_Cat: 💯% Democrats want 2take us back in time when everyone hated each other.

🗣Americans live in a nation where ANYONE can pick th…",True
2797,"RT @SJPFISH: Andrew Yang ended his bid for President after very  poor numbers !

His wife was very mad about his poor performance ! ⬇️⬇️⬇️…",True
2798,RT @Susan_Hennessey: Of course he will. The question is whether the media is going to indulge him by pretending as if it is a real story an…,True
2799,RT @fleshandbrand: Holy shit. An army vet *blasted* @joebiden for his heinous Iraq war vote and told him that he had the blood of soldiers…,True
2800,RT @ANI: Kerala: 96-yr-old Karthiyani Amma (pic1) who scored 98/100 marks in 2018 and 105-yr-old Bhageerathi Amma (pic2) who became the old…,True
2801,RT @ellabagh: Gaetz a load of the snorkel gear... https://t.co/up97fe3S4Y,True
2802,@GaetaSusan @SteveScalise They will take power and soon. Legal immigration alone is a problem. Non whites vote left… https://t.co/NbRRKtW642,False
2803,If I were to ever vote for Bernie Sanders it would be closeted as hell. His supporters are starting to scare me lmao. They are crazyyy.,False
2804,"RT @deutsch29blog: ""Indiana legislators have voted to end the mandatory use of student standardized test results in teacher evaluations....…",True
2805,"RT @Jali_Cat: 🚨328 Chinese Nationals Caught Trying To Illegally Enter U.S. At Southern Border🚨 

🗣Might be a good time 2remind everyone tha…",True
2806,RT @WayneDupreeShow: McCarthy says Pelosi delayed a vote to fund Cornavirus efforts so Dems could run several more ads politicizing the cor…,True
2807,"RT @AZKAYTE: As an example,  In Alabama, Trump-ONLY vote count was 695, 469 while the total vote count for ALL of the dems w/votes came to…",True
2808,RT @brithume: Schumer’s threats against Gorsuch and Kavanaugh not even playing well among lefty legal scholars. https://t.co/K7zVUpjdwd,True
2809,RT @OhVonda: Please tell me they’re NOT going to drag Schumer after what 45 has said about Judges! This is totally different! 🤬 #wtpTEAM,True
2810,"RT @taeggukkk07: WHERE'S ARMY????
LETS VOTE
Semangat 💜

#BTSARMY #BestFanArmy #iHeartAwards @BTS_twt https://t.co/yYnf9t5frD",True
2811,"RT @RepDougCollins: Less than one month after this feigned outrage, Senator Schumer *threatens* that Justices Kavanaugh and Gorsuch will “p…",True
2812,"RT @BreeNewsome: Y'all can't keep yelling at young people to vote, telling them not to demand or expect anything to change whenever they do…",True
2813,RT @Acyn: A sniffing President Trump says he intends on bringing up Hunter Biden all the time during the election https://t.co/HSdxBuXhGs,True
2814,"RT @rww_gop: With 100% reporting in OK, @realDonaldTrump has received over 270,000 votes. The President has not only surpassed his own vote…",True
2815,RT @brithume: Schumer’s threats against Gorsuch and Kavanaugh not even playing well among lefty legal scholars.,True
2816,"RT @Hitomi_official: Help me become @Scoreland Model of the Decade 2010-2019! It's FREE to vote, follow the instructions in the picture. In…",True
2817,RT @SheaSerrano: this is in a historically black neighborhood — i live in a historically white neighborhood (in san antonio) and it took ma…,True
2818,"RT @traceyecorder: Bernie says that our incarcerated brothers and sisters should have dignity and the right to vote. 

Biden wrote the 94 C…",True
2819,@bkoskella I am also disgusted with the treatment of Warren by the media &amp; voters. In 2016 people were like she is… https://t.co/ZO0wcEhzHa,False
2820,"RT @WhiteHouse: President @realDonaldTrump granted clemency to 3 moms—Judith Negron, Crystal Munoz, and Tynice Nichole Hall! 

Today, they…",True
2821,RT @MsJuneDiane: Stop telling your daughters they can be president when you are unwilling to vote for a woman president.,True
2822,RT @MollyJongFast: The day after Joe Biden’s Super Tuesday win.,True
2823,"RT @JhudzAlmacen: Same. Ahhahaha

#MayWard #MaymayEntrata #EdwardBarber
 #MORHot10 @mor1019
Meant To Be by Edward Barber",True
2824,RT @NPR: Joe Biden may have won the most states on Super Tuesday — but Bernie Sanders captured the one with the most delegates: California.…,True
2825,"RT @Melbenoistfan62: Vote Taylor Swift Global
#VoteTaylorSwiftGlobal #KCA https://t.co/M2pEVc4qlC",True
2826,@realDonaldTrump @BroSteveWinter Where the hell do you get your energy? Good grief your schedule would exhaust a 30… https://t.co/2lJGiM9JUo,False
2827,"RT @Hitomi_official: Help me become @Scoreland Model of the Decade 2010-2019! It's FREE to vote, follow the instructions in the picture. In…",True
2828,RT @em_aytch: bernie sanders would be the first ‘stranding’ president,True
2829,"RT @ddale8: The new Sanders ad has Obama saying ""Feel the Bern"" after praising Sanders' character...but the praise is from a 2006 speech an…",True
2830,"RT @senatorhough: The Senate Judicial Proceedings Committee passed by a bipartisan vote Senator Hough's legislation, Senate Bill 35, which…",True
2831,"RT @Joshua4Congress: If you live in Washington, you NEED to vote for Bernie! HERE'S WHY⬇️

In WA, you need 15% or more to get delegates. De…",True
2832,Someday this scourge is going to be on a Dateline special,False
2833,"RT @moorehn: Lots of Bernard stans, with the usual entitlement, are calling Warren a traitor for staying in the race and ""splitting the vot…",True
2834,"RT @ShahidForChange: Bernie also wins the tech vote because tech workers recognize how corporate power has eroded worker, labor, and enviro…",True
2835,"RT @987fm: We're playing one track from #MAP_OF_THE_SOUL_7  everyday on-air this week and YOU get to choose! Vote for the song below! 🌟

Li…",True
2836,RT @kgaugelo_SM: Lindiwe Sisulu accused of using water budget to run for ANC deputy president https://t.co/mwLyjhMVyU,True
2837,"RT @charliekirk11: Wow:

Republican turnout for Donald Trump in Texas last night—1,879,758

Democrat turnout for all 4 top candidates combi…",True
2838,"RT @LaylaAlisha11: @realDonaldTrump Thank you President Trump! 

 #ChuckSchumer needs to be arrested, charged, jailed, &amp; IMPEACHED for THRE…",True
2839,"That might not be the case.  If Biden dropped out, my second choice was Warren - not Buttigieg or Klobuchar.",False
2840,RT @TrumpWarRoom: President Trump received 1.9 million votes last night in Texas which is over 1 million more than every incumbent presiden…,True
2841,RT @neal_katyal: Thank you Larry for saying this. I agree. We shouldn’t let Trump destroy decorum and respect across the board. I very much…,True
2842,RT @renato_mariotti: This is seriously screwed up.  It shouldn’t take anyone seven hours to vote in the United States of America.,True
2843,RT @AdollazZ_: That statement always makes me cackle because she really did entirely too much w that LMFAOOO,True
2844,"RT @RedactedTonight: The narrative the media want you to believe after Super Tuesday is that Bernie is done.

The truth is that it's now a…",True
2845,RT @Baligubadle1: @realDonaldTrump A message from our president. https://t.co/2vsj2lolF5,True
2846,RT @gtconway3d: important public service announcement 👉,True
2847,RT @TrumpWarRoom: President Trump received 1.9 million votes last night in Texas which is over 1 million more than every incumbent presiden…,True
2848,"RT @Mikel_Jollett: OK this is my one ride or die tweet about this:

Warren is the best candidate for President by far and it's really fucki…",True
2849,RT @ConnieSchultz: You can tell me and you can tell me and you can tell me — but let me tell you: There's not a lie I haven't heard about w…,True
2850,"RT @1776Stonewall: I'd like to know from you Bernie bozos, what are you going to do when the establishment cheats your man again? Will you…",True
2851,"RT @WIONews: #WIONGlobalSummit | Session 4: Global Thinkers Forum 2020: Leaders Who Matter

Distinguished Panel:
+ H.E. Dr.@VairaVF, Former…",True
2852,"RT @softendear: hi please!! vote!! for!! ten!!

please vote for him as much as you can because votes are unlimited 😊 do it while you're kil…",True
2853,"RT @LalisaBrs: Mano vai ser um tiro se o BP tiver 2 feats esse ano! Gagapink e Aripink. ✌💕 @ArianaGrande and 
@ladygaga

I vote #KillThisLo…",True
2854,RT @jvgraz: The entitlement of the #NeeraLibs is breathtaking.,True
2855,Hopefully in November we will see the end of her,False
2856,"RT @BernieSanders: While Republican leaders go on and on about ""voter fraud,"" what we really have is a crisis of voter suppression.

Our ad…",True
2857,"RT @EmilyProcknal: .@StephanieEbbert with the gut check.

“The most diverse field of Democratic presidential candidates in history is being…",True
2858,"RT @MarkHertling: If any troll wants to say @mattgaetz is “owning” me because I’m commenting, so be it. But I’ll respond that this is the m…",True
2859,"RT @RobAnderson2018: Just think about it - we’re going to have press conferences in the WH Press Briefing room again!

And a President who…",True
2860,"RT @DanRiffle: Delegate standings after Super Tuesday:

2016
Clinton-610
Sanders- 415

2020
Biden-453
Sanders-382
with about 550 delegates…",True
2861,RT @BreitbartNews: President Trump just SLAMMED Chuck Schumer for threatening Supreme Court Justices Neil Gorsuch and Brett Kavanaugh. http…,True
2862,RT @BarbraStreisand: Congratulations to Joe Biden on your great victories yesterday. Your levelheaded leadership is needed more than ever.…,True
2863,@jennycohn1 Election integrity is absolutely critical and you're doing an amazing service with your focus but it's… https://t.co/mIEMRwgIuM,False
2864,"RT @NicholasTrainer: With 25% of the precincts outstanding in Texas, President Trump has more votes than any other Presidential Primary can…",True
2865,"If you didn't vote for Sanders on Super Tuesday in your state, and keep claiming you're a ""supporter,"" you're doing… https://t.co/Ee6nBX3xXR",False
2866,Damn right. This what I’ve been thinking about all day!,False
2867,@EdgeofSports Many people aren’t going to vote for a recent heart attack victim who hides his heart ejection fracti… https://t.co/YT3qx9nr16,False
2868,RT @jdelreal: “A Washington Post statistical model suggests Biden won nearly 60 percent of voters who sat out the 2016 primary but cast bal…,True
2869,RT @brithume: Schumer’s threats against Gorsuch and Kavanaugh not even playing well among lefty legal scholars.,True
2870,"RT @CapehartJ: I asked Aunt Gloria last night if she had anything to say to her fans on Twitter. Herewith, her words: 

""Tell them to stick…",True
2871,"RT @Nehakoh25925502: Yeh dono couple aajkal  internet pe shaye huye hai 💖

So Aap kya khte ho😘

which one u love Dilse💕

#SidNaazIsRulingHe…",True
2872,"RT @seanmdav: If only Bloomberg had hired Russians to buy $100,000 in barely literate Facebook ads, instead of spending $700 MILLION, he’d…",True
2873,"@rcarr57 @RBReich No unity, I have read threads and threads of insults about Bernie and his supporters all night. I… https://t.co/MMGBQNfYUp",False
2874,"RT @DavidJHarrisJr: Super Tuesday’s winner... Donald J Trump!!! 

Get your own TRUMP 2020 banner in my store! Links in my bio🇺🇸
#Trumpin ht…",True
2875,Which in theory should make him the decision-maker on things like this.,False
2876,@JusticeRoberts abdicated all claims to making moral judgments about Washington politics when he got in bed with Mi… https://t.co/83i8sB7hgW,False
2877,"RT @PortiaMcGonagal: Craven, opportunistic, inauthentic and hilarious because unless your name is Rip Van Winkle, literally everyone knows…",True
2878,RT @KimKardashian: President Trump commuted the sentences of three really deserving women. I didn’t hear much about it in the news so I wan…,True
2879,"RT @RainbowXRB: Rainbow (XRB) Now Partnership With CoinKeeper 🔥

Sign Up On CoinKeeper: https://t.co/QKNYG6lJC8

Vote Rainbow (XRB) : https…",True
2880,RT @ConnieSchultz: You can tell me and you can tell me and you can tell me — but let me tell you: There's not a lie I haven't heard about w…,True
2881,@MurrayWatt @geoffrey_payne @australian Isn't it time for a vote of no confidence? Overdue even!,False
2882,RT @gtconway3d: Let’s not hear from John Bolton and other key witnesses at a constitutionally mandated impeachment trial of the president o…,True
2883,RT @soledadobrien: You can thank the Supreme Court for this:,True
2884,"You know those children in cages? We should get them out of the cages. If you need more of a reason, you need to re… https://t.co/RZvSfxBo8A",False
2885,I want a competent President that cares about us the American people - all of us. She persists and has concrete pla… https://t.co/0P1rFvBDqo,False
2886,@amyklobuchar I'm a newly minted Dem in upstate NY after being independent for years. I can't vote for you in our p… https://t.co/akNmCD3YXb,False
2887,RT @pollsofpolitics: If @BernieSanders ends up being the #Democrats nominee do you think he will beat @realdonaldtrump in a general electio…,True
2888,"RT @EricHolthaus: Joe Biden needs 53% of the remaining vote to win the nomination.

Bernie Sanders needs 54%.

Don't get swept up in the na…",True
2889,"RT @BillKristol: Super Tuesday losers:
1. Bernie Sanders
2. Donald Trump
3. Vladimir Putin and other autocrats.
Super Tuesday winners:
1. J…",True
2890,"RT @bocxtop: My grandpa is 84 and half blind, probably gonna be the last time he’s able to vote for a president so I was honored to help hi…",True
2891,@POTUS  can you ever restrain from embellishing your actions? It is disgusting.,False
2892,RT @RepValDemings: This passed with bipartisan support. We are going to ensure that our medical professionals and public health departments…,True
2893,RT @jaubreyYT: I am endorsing the 4.1KM asteroid for president of the United States.,True
2894,RT @digitalsista: .@maddow is calling out Bernie on the black vote and he is literally talking about other people of color. NOT addressing…,True
2895,"RT @Plutocracy1: #IDoNotLikeJoeBiden.....and if he's the candidate,  no one gets my vote.  It's virtually 2 of the same guys; dementia, lun…",True
2896,"RT @abbygov: Warren was my first choice and ideal President, but it’s clear to me now that Bernie is the only viable candidate if I want my…",True
2897,RT @KyleLovesBernie: As a proud member of the LGBTQ Community this is one of many reasons I will never vote for Joe Biden #IDoNotLikeJoeBid…,True
2898,"RT @gidlevotingunit: 📌 STARPASS Various ranking update for Mar 5: 

#1 _____ 47.70% 
#2 #Yuqi 43.82% 

Did you vote today NEVERLAND? ✅

Vot…",True
2899,RT @soledadobrien: Trump blames Obama for coronavirus because he’s nuts and any reporter who covers this President as if this is normal is…,True
2900,RT @neeratanden: Ending the practice of separating children from their families at the border should literally motive every so-called progr…,True
2901,"You forgot the Word RACIST before her name.

Do Better and Tell The TRUTH.",False
2902,RT @chrislhayes: YOU’VE BEEN PRESIDENT FOR MORE THAN THREE YEARS!!!,True
2903,"RT @tedlieu: Dear @realDonaldTrump: Can you please stop misleading the American people about the #Coronvirus? 

Lives are at stake.",True
2904,RT @vdare: Take six minutes of your time to watch Tucker Carlson call out those politicians who side with corporate America to undermine Am…,True
2905,@alaskan8917 @SandraL91948417 @electioncrazies @son_vox @PattyButts @my3monkees @FanjaniRas @AdreanMeeker… https://t.co/3x8UKmgpUo,False
2906,RT @jessikaaacarter: Go vote 🐶❤️,True
2907,"RT @Jim_Jordan: Today's Left:

First Schumer tells President-elect Trump: ""You take on the intelligence community, they have six ways from…",True
2908,RT @mo_kax: #BernieOrBust is the one of the reasons Trump won in 2016. Don’t be fucking stupid. I support Bernie but Vote Blue no matter wh…,True
2909,"RT @MSNBC: .@chrislhayes on President Trump’s response to COVID-19: ""We need truth. We need the facts. We need testing. And we need them no…",True
2910,That was outstanding pal. Keep going 💪. Stay strong. I know it will be incredible @Talantashow,False
2911,RT @ZPoet: This morning I've seen many Democrats say if it's Biden they won't vote in the General.  What is wrong with people?  How about t…,True
2912,"RT @QBlueSkyQ: 7 Traitors 
Brennan, Clapper, Yates, Rice, Lynch, Comey &amp; McCabe
traveled to an undisclosed location hours after the electio…",True
2913,RT @hughhewitt: It is far more grave than a mistake. It is a threat against individuals who live with them daily. It is an attack on the ju…,True
2914,RT @Susan_Hennessey: Roberts has had nothing to say about the president attacking federal judges by name. I wonder why he decided to speak…,True
2915,"RT @TamizhRatsaschi: The President of the Republic of India, the Supreme commander of the Indian Armed forces, the executive head of the GO…",True
2916,RT @TeaPainUSA: Matt Gaetz would have to pick up 20 I.Q. points just to be classified an “idiot.”,True
2917,@GOP @realDonaldTrump @HHSGov Thank you Mr. President!,False
2918,"@GOP @kayleighmcenany Pfft
The “Only the Most Deluded Campaign”?

REPUBLICANS HAVE NO CHOICE BUT TO GO WITH THIS LY… https://t.co/Gix0LjL1ke",False
2919,RT @proustmalone: The DNC and its hired lackeys in the press just consolidated all their might against Bernie in a 48 hour window and could…,True
2920,@juliaioffe I wonder if get out the vote workers are allowed on campus at Junior Colleges and colleges in election day?  High schools?,False
2921,Breaking #FoxNews Alert : President Trump joins Sean Hannity for live interview at 9 p.m. ET. Complete coverage on Fox News Channel.,False
2922,RT @SocialClaude: Poor Cuck Schumer really stepped in deep doggy doo doo 💩 today! 😁 Took the wind right out of Biden's sails. And a way pit…,True
2923,RT @neimila_nanise: Traditional Welcoming ceremony for President of the 74th Session of the United Nations General Assembly H.E Prof.Tijjan…,True
2924,@CNN I can’t wait until he is out of office and they can go after him no holds barred. This cycle we have to vote h… https://t.co/h1KaUdZt1s,False
2925,"RT @OMGno2trump: The Chief Justice of the Supreme Court, John Roberts, just made the Supreme Court a political court by entering into parti…",True
2926,“Mini Mike Bloomberg” LMFAOOO someone take this man’s twitter account awaaayyy😭😭,False
2927,"RT @JohnTrumpFanKJV: Lord, Please forgive our nation for slaughtering millions of Unborn Babies. 
Grant us Repentance and Forgiveness. Help…",True
2928,RT @WhiteHouse: President @realDonaldTrump and Vice President @Mike_Pence met with airline CEOs earlier to discuss the impact of the Corona…,True
2929,"This judge sat and listen to the entire Quid pro Quo of the facts and truth to this corrupt president, what the hel… https://t.co/veUxp2RVpL",False
2930,"RT @ScottPresler: I’m spending the next 8 months

helping to make sure that @realDonaldTrump is re-elected. 

I still haven’t met our Presi…",True
2931,"RT @lillydancyger: I believe Warren would make an EXCELLENT president, and that her candidacy flaming out is this country's failure. I've b…",True
2932,@realDonaldTrump Mr President. How is that not obstruction of justice? The real kind not the bullshit charge that t… https://t.co/EYsSJkdWD7,False
2933,Our President is doing such a fantastic job for our country. We are blessed to have him working for us 🇺🇸♥️ #Hannity,False
2934,"RT @gtconway3d: Why can’t you ever act like a president instead of a clown, @realDonaldTrump? https://t.co/633ZRtoEK9",True
2935,RT @JCTretter: Players: We are preparing to vote on a CBA that most of us will play under for the rest of our careers. Before you decide wh…,True
2936,"RT @TribulationThe: An INSTANT CLASSIC!  MUST SEE VIDEO!

“You Are Disqualified, Sir!… You Will Never Be President” – EPIC! Veteran Confron…",True
2937,"RT @PhilEhr: Americans are dying. Shame on you, Matt Gaetz for mocking essential funding for #COVIDー19.",True
2938,RT @vonschtupp: @KeishaJake @PatriotDLynn He Hillary's Trojan Horse. He will soon declare her as his running mate. Win a somehow fixed elec…,True
2939,"@israhirsi If either Democrat wins the nomination , you can be assured of the following. Calm down and vote in Nove… https://t.co/Wdu9hsRGjm",False
2940,@JoeBiden @MikeBloomberg Talk about a power house if @MikeBloomberg was your vice President!!,False
2941,"RT @shafieikeyvan: I’m donating $72 to Bernie in memory of my dad, who died in Iran at age 72. He was a Muslim man, and his death was the r…",True
2942,"RT @LisaTalmadge: “Is president Obama part of the Democratic establishment?” -Maddow 

Sanders “No”",True
2943,"RT @Ordinary1World: Who wants to see Barr being hauled off in handcuffs?
Vote.",True
2944,"WHAT IF.. WHAT. IF. THEIR COMEBACK IS RELATED TO ANY OF THESE. JUST WHAT IF 🤡🤡🤡🤡

I vote #KillThisLove by… https://t.co/XtlsgmEaFW",False
2945,RT @BespokeHoover: trying to be patient but it's absolutely grating watching Warren supporters play the victim while some of the most margi…,True
2946,RT @DavidCornDC: A reminder:,True
2947,"RT @GOP: .@kayleighmcenany: Tuesday night’s results, combined with rally data, indicate that the Trump coalition is growing larger and is m…",True
2948,RT @RealDavidRush: Why does everything that goes against Bernie get chalked up by his supporters as the Democratic establishment attempting…,True
2949,"RT @TribulationThe: Mitt 'RINO' Romney CONTINUES TO SHOW HIS TRUE COLORS!  Not surprised--he took Soros $!

Bitter Mitt Romney Won’t Say if…",True
2950,"RT @lalalali72: I vote #KillThisLove by @ygofficialblink for #BestMusicVideo at the #iHeartAwards
 https://t.co/yuCulDZhtk",True
2951,"Take all Super Tuesday estimates with a grain of salt.

DNC makes things so convoluted that it's near impossible to… https://t.co/ZoaQ0mCNMh",False
2952,@dbongino Sessions was failure as a AG did not stand strong with the President who put him in office turned his bac… https://t.co/prhAnZT0n1,False
2953,"@jonah_thewhale @joanwalsh @hamiljc @ewarren There is NO reason to alienate non-Bernie voters.  If he wins, OR if h… https://t.co/xuWTTa1gcH",False
2954,RT @BoSnerdley: President Trump should issue a statement condemning Chuck Schumer for making violent threats against members of the Supreme…,True
2955,RT @JakeSherman: The coronavirus funding vote was 415-2.,True
2956,"RT @naretevduorp: I just updated my profile banner to the @JoeBiden photo below. 

I invite all Democrats, even those like me who's first c…",True
2957,@DeniseShearin @JohnCornyn Texas gives you 10 early days to vote PLUS the actual election day. If people can’t make… https://t.co/54C1tSfN2T,False
2958,"RT @realDonaldTrump: This is a direct &amp; dangerous threat to the U.S. Supreme Court by Schumer. If a Republican did this, he or she would be…",True
2959,"RT @edburmila: The entire strategy behind Biden being electable, despite the fact that he has zero appeal to the 30-35% of your voters who…",True
2960,"RT @realDonaldTrump: This is a direct &amp; dangerous threat to the U.S. Supreme Court by Schumer. If a Republican did this, he or she would be…",True
2961,"RT @Acyn: Trump says democrats are weaponizing the virus against his administration. After a long rant, he concludes with “I’m president an…",True
2962,"RT @traceyecorder: Bernie says that our incarcerated brothers and sisters should have dignity and the right to vote. 

Biden wrote the 94 C…",True
2963,RT @people: Dr. Jill Biden jumped to husband Joe's defense when two anti-dairy protesters ran onto the stage during his Super Tuesday rally…,True
2964,"RT @Politick_Rick: Biden Won Big on Super Thursday (Ooops, meant Tuesday), but ………………

He’s Still Creepy, Gaffe-Prone, Mired in Corruption,…",True
2965,"@_SJPeace_ And for the record, for all of the insults that have been lobbed at me here, every one of you just ASSUM… https://t.co/ww3lbDyVDS",False
2966,"I’d like to see if Trump tries to pull the same bs he did to Hillary, walking behind her when she was answering que… https://t.co/Cbr084Tqze",False
2967,"RT @DavidJHarrisJr: Super Tuesday’s winner... Donald J Trump!!! 

Get your own TRUMP 2020 banner in my store! Links in my bio🇺🇸
#Trumpin ht…",True
2968,"RT @tedlieu: Dear @realDonaldTrump: Can you please stop misleading the American people about the #Coronvirus? 

Lives are at stake.",True
2969,RT @CVE60Gallery: Finally a president who truly respects and honors our troops. 🇺🇸 #VOTETRUMP2020,True
2970,"RT @AndrewDesiderio: NEW: Ron Johnson says he’ll likely release an interim report within next 1-2 months on his cmte’s Biden probe. 

He in…",True
2971,RT @beinlibertarian: No. No it’s not. It’s pretty much the opposite of punk.,True
2972,"RT @JohnJHarwood: right now, the White House is holding a coronavirus meeting in front of television cameras

VP Pence began by flattering…",True
2973,RT @HeCareth: Sorry Bernie. Saying that black people didn’t vote for you because Biden is Obama’s VP is the weakest excuse ever and the rea…,True
2974,"Metalcore Madness
Round 3! 
(Vote below) https://t.co/a6xplVHaW9",False
2975,"RT @saraecook: NEW: @CBSNews has obtained a copy of a WH questionnaire testing potential appointees on their loyalty to the President, per…",True
2976,RT @J3NN4J: I don’t want to vote for @JoeBiden . I don’t think he will be a good president. But I understand the game that he’s playing. Ev…,True
2977,RT @uswithtrump: “I love that President Donald J. Trump is grace under fire. He’s gone through hell &amp; he came out smelling like a rose!” Sa…,True
2978,RT @blackpinkswaaag: @iHeartRadio @KyleHanagami @KielTutin @ygofficialblink I vote #KillThisLove by @ygofficialblink for #FaveChoreography…,True
2979,RT @erickalwayswins: I joined 2 days ago because of @realDonaldTrump! The amount of support is amazingly outstanding!  We are no longer the…,True
2980,RT @LisaTalmadge: “The vote in the north will be different than the vote in the south” Sanders on why he can’t earn or buy a black vote.,True
2981,"@realDonaldTrump Pay your bills dude

Unpaid Bills Pile Up In The Wake Of President Donald Trump Rallies | All...… https://t.co/6tHVpwQs17",False
2982,"RT @TrumpWarRoom: President Trump has had a record-breaking 2020 primary season for an incumbent president, far exceeding the number of vot…",True
2983,"RT @marc_lotter: Joe Biden wasn’t a good candidate 3 weeks ago &amp; that hasn’t changed since:
🤔Running for US Senate
🤔Super Thursday
🤔Vote fo…",True
2984,"RT @RBReich: Since the Supreme Court gutted the Voting Rights Act in the Shelby decision, polling places have closed all over the South. Th…",True
2985,"RT @MikeBloomberg: See you soon, Donald. https://t.co/Mu300oLgeX",True
2986,"RT @MSNBC: .@chrislhayes on President Trump’s response to COVID-19: ""We need truth. We need the facts. We need testing. And we need them no…",True
2987,"RT @btsluvvsarmy: IF YOU ARE TRULY AN OT7 STAN THEN YOU WON'T  IGNORE THIS TWEET AND RETWEET, REPLY &amp; QUOTE WITH THE HASHTAGS.

I'LL GIVE Y…",True
2988,RT @KamalaHarris: Waiting in long lines for hours to vote should not happen anywhere in America. We must do better.,True
2989,"RT @AngryBlackLady: I already voted for @ewarren, and I’d vote for her a second time if I could.",True
2990,"RT @HarpreetChima: Trump will decimate Biden in the battleground states of Michigan, Pennsylvania &amp; Wisconsin over Biden’s support of job-k…",True
2991,RT @MsJuneDiane: Stop telling your daughters they can be president when you are unwilling to vote for a woman president.,True
2992,RT @LochnerWalter: She’s still my President.,True
2993,RT @no_silenced: Did Chuck Schumer give Kavanaugh and Gorsuch a “Quid Pro Quo” by threatening them to Vote his way or “Pay the Price”..??,True
2994,If you’re going to vote for Joe Biden atleast watch the corn pop video pleaseeeeeeee,False
2995,"RT @JaxonVervet: @ubco2 Isn't this just another feather in his bullshit cap? Oh, that was his hair, then it must have fallen over his deaf…",True
2996,RT @sachsegbb: Alum Avery Crouse up for athlete of the week! Go vote !,True
2997,"RT @MZHemingway: Excellent analysis by Byron York here: After Super Tuesday rush, will there be a Biden hangover? https://t.co/398jnUojyr",True
2998,RT @JuanSaaa: I didn’t know @RepMattGaetz had been cast for the reboot of the Office https://t.co/AlzclE8pd7,True
2999,RT @SarahMShechter: This thread is so powerful and so exactly describes my decision-making process. And now I am a fangirl and follower of…,True
3000,RT @itskeyon: 2000 babies really vote for the first time this year. We finna save the planet lol.  https://t.co/43MFK9uJxM,True
3001,"RT @soledadobrien: Or, ya know, serve your constituents and work to make voting easier by creating a national holiday, opening more polling…",True
3002,RT @Urbanus_Crusade: Immigrants should never have political say in a serious country.,True
3003,RT @neal_katyal: These lines to vote in California are criminal. It's outrageous that voting takes this much time--taking people away from…,True
3004,RT @eugenegu: @realDonaldTrump Trump’s threats against Chuck Schumer are actually pretty scary and intimidating because a Republican Presid…,True
3005,"RT @mtracey: Maybe it was a bad idea for Bernie to proclaim in every speech that Trump is ""the most dangerous president in American history…",True
3006,RT @PolishPatriotTM: President @realDonaldTrump: I haven't touched my face in weeks. I miss it. https://t.co/6TIP6Kwffy,True
3007,"RT @LazyMeatball: Kim Kardashian Bashes Fake News Media:
 “I didn't hear much about it in the news so I wanted to share with you their stor…",True
3008,"RT @MarkHertling: If any troll wants to say @mattgaetz is “owning” me because I’m commenting, so be it. But I’ll respond that this is the m…",True
3009,"RT @WindsorMann: Trump said Amy Klobuchar and Pete Buttigieg “should be impeached.”

Trump is the third president to be impeached and the f…",True
3010,"RT @chiproytx: I just want to say thank you to all the great Texans who came out to vote yesterday. 

Thank you for entrusting me to be you…",True
3011,"RT @Qanon76: Last night @realDonaldTrump did something HISTORIC! 

In States that held #SuperTuesday primaries and are reporting Republican…",True
3012,"RT @GrahamAllen_1: BREAKING:

Chief Justice Roberts called Chuck Schumer what he REALLY is...

Dangerous and Irresponsible!!

Shameful for…",True
3013,@JGarciaRN_ I wish we had a alt right president,False
3014,"RT @offbeatorbit: Point real quick: Biden telling that Latino man who was asking about deportations to ""go vote for Trump"" was probably one…",True
3015,"RT @ifindkarma: @soledadobrien This is what a normal President of the United States of America sounds like.

https://t.co/LaLpJkMq2i",True
3016,RT @PrettyBadLefty: Expressing that you would vote for Bernie but someone was mean to you online reveals that you understand the scope of t…,True
